
-0.43505,0.49499,-1.1818,1
0.47921,-0.92073,-1.9075,1
0.20931,-1.1521,0.86732,-1
0.69274,0.067711,4.0444,-1
0.93557,0.41944,-3.5031,1
-1.0557,-1.0102,0.36013,-1
0.86568,-0.1688,-0.79868,1
-1.3448,0.6489,-1.576,1
-0.44953,1.7154,-0.081506,1
-0.35321,-2.8898,0.85406,-1
-0.85162,0.67523,-2.3728,1
3.5365,1.6848,-1.2555,1
1.1519,1.2754,-0.90248,1
0.19861,-1.781,2.0341,-1
-0.14575,-1.6551,2.2985,-1
0.037605,-1.7695,1.6919,-1
-2.3421,-0.92154,2.9031,-1
1.5163,-0.46836,0.93674,-1
1.4523,1.1653,-0.81711,1
0.54414,1.4262,-0.96331,1
-1.1797,0.62136,-1.5239,1
0.48798,0.81899,-2.0738,1
0.82109,1.408,-0.39663,1
-0.43387,1.7533,-2.5542,1
-0.72531,-1.1597,3.2049,-1
-0.17446,0.63986,-2.2498,1
0.58666,-0.54164,1.82,-1
-0.19658,-0.65404,3.8156,-1
0.50152,-1.1818,0.67806,-1
-1.2732,0.56392,-2.2942,1
-0.14795,0.039164,0.94421,-1
-0.53194,-0.22114,1.9609,-1
0.38347,1.8318,-1.8484,1
1.251,0.73157,-1.2466,1
0.98074,1.9577,-0.5643,1
-2.265,-2.1247,-0.29464,-1
1.4197,1.3861,-1.8658,1
-1.3175,0.28293,1.5215,-1
-0.83156,1.4907,-2.2406,1
-0.21225,-0.80175,-0.88416,1
-1.0272,0.12794,1.7137,-1
1.817,-0.028777,-1.573,1
2.0498,-0.49026,-0.77379,1
-0.144,-1.6,3.6397,-1
0.33022,-1.0221,0.3358,-1
-1.5039,-1.519,0.82579,-1
-0.48577,-2.217,0.60869,-1
0.41785,-2.4945,2.6789,-1
-0.65893,0.11522,-1.4478,1
0.73755,0.24016,-1.2482,1
0.1541,-0.26179,1.0008,-1
-0.12563,-1.7297,0.39523,-1
1.6028,0.91183,2.2055,-1
-0.74957,-0.77924,1.555,-1
-1.1747,-0.92449,1.1585,-1
1.2752,1.7121,-0.50744,1
0.36542,-1.0656,3.1428,-1
-0.79498,-0.96968,0.95722,-1
0.11398,1.5349,-1.9359,1
-1.2449,0.68614,2.2309,-1
-2.5698,-0.5628,2.0566,-1
0.88724,2.2565,-0.23052,1
3.075,1.2095,-0.67024,1
1.7892,0.8697,0.10297,1
-2.4434,-0.053715,-0.38462,-1
-0.064929,1.0826,-0.057633,1
1.0961,2.2702,-2.0536,1
-0.52086,-0.91351,1.7881,-1
0.67921,-0.47005,1.2441,-1
2.0538,0.87728,-1.5237,1
1.0172,3.4777,-1.1339,1
0.55315,-0.93002,-2.3385,1
0.13138,2.02,-2.6195,1
1.0456,-1.36,1.1452,-1
0.77909,-2.2072,2.4868,-1
-2.9547,0.59902,2.7223,-1
0.4501,0.2132,1.6911,-1
-0.77698,-0.47464,0.87109,-1
-0.69261,0.52648,-1.3809,1
-0.39432,-0.76995,1.2118,-1
-0.027029,1.9716,-1.7406,1
2.0005,3.4618,-0.73357,1
0.44975,1.2354,-1.0353,1
1.7426,0.39982,-1.5688,1
0.64992,-1.7679,2.5163,-1
0.56908,-1.5108,-2.0639,1
0.56465,-0.62751,2.0576,-1
1.7597,0.4607,-0.49793,1
-0.94191,0.92462,1.2575,-1
1.293,0.45421,-0.76138,1
2.371,2.2596,-0.57677,1
0.8801,1.7957,-2.0593,1
0.19993,1.4359,0.32292,1
1.3099,0.96918,-0.39758,1
-0.33648,-1.5264,2.7733,-1
0.91769,-0.34113,0.36447,-1
0.19141,1.4649,-0.24682,1
1.727,0.77035,-2.3662,1
0.82827,-2.0302,2.7896,-1
-1.2156,0.013192,1.0183,-1
-0.81364,0.51785,2.5324,-1
-0.36429,0.1306,-1.9809,1
-0.55641,-2.3392,0.72105,-1
-1.4667,0.70127,2.5135,-1
0.30269,2.2877,-1.5898,1
-0.71533,-0.88116,3.3345,-1
-0.93917,1.5849,-0.99303,1
0.67646,2.734,-1.5298,1
2.3492,0.21881,-1.873,1
-1.3543,0.47916,-0.025398,-1
-0.38223,-0.58276,1.093,-1
-0.5287,-0.90728,-1.2811,1
0.087168,0.71288,2.5914,-1
2.1627,1.7544,-1.4583,1
0.34862,0.81858,-1.4522,1
-1.8075,0.64145,1.2096,-1
1.7911,-1.6302,2.4298,-1
-1.1669,-0.10946,2.0617,-1
0.80205,1.0385,-0.97081,1
-0.96188,0.3481,2.7433,-1
-1.2318,-0.87461,5.1081,-1
-0.56519,1.4416,3.2819,-1
0.016186,0.01474,0.55743,-1
-2.6219,1.0639,1.6706,-1
0.29492,-1.4907,1.8857,-1
0.83022,1.3824,-1.9265,1
0.32654,0.64305,-0.93442,1
-0.25455,-0.13878,1.8811,-1
2.4438,1.6202,-3.0913,1
-1.9861,-0.59505,0.81245,-1
-0.09454,0.72215,-1.1972,1
-0.025692,0.34058,-1.8187,1
3.23,0.91099,-0.30478,1
0.56521,-0.14521,-2.8361,1
-0.058138,-0.16868,2.6898,-1
2.4005,0.10919,-0.40523,1
0.29294,-0.4236,0.68669,-1
0.049918,-0.015832,0.66561,-1
0.61533,0.26491,2.4205,-1
-1.7997,-0.34638,0.93304,-1
1.5879,-1.1472,-1.2426,1
0.12156,-0.64411,1.2132,-1
-0.78215,-0.18384,-1.807,1
0.10317,1.1509,1.232,-1
-0.098336,0.52677,-0.75263,1
1.2446,-0.81687,-2.7917,1
0.62659,0.67798,2.6185,-1
0.099683,-0.77425,0.19447,-1
-0.26357,-0.06527,0.88894,-1
0.96525,1.0687,-1.3447,1
-0.0018698,2.5575,-3.0968,1
1.4773,1.1598,-2.2003,1
1.2225,-1.0099,0.61741,-1
-0.21226,0.60248,1.7379,-1
0.60302,0.86512,-2.7311,1
-0.21581,2.4077,-2.7042,1
-0.56107,-0.11992,-1.6299,1
0.54194,-0.34245,-1.7905,1
0.53653,0.65578,-0.94989,1
-0.52237,0.25709,2.6399,-1
0.74096,1.9903,-1.3123,1
-0.4393,1.18,-0.82028,1
0.32459,3.223,-2.1675,1
-1.2223,1.1273,-1.4476,1
0.71283,0.79578,-0.2621,1
2.1886,-0.13164,-0.23515,1
-0.10772,-1.1599,-0.78131,1
1.9255,0.79951,-0.66026,1
1.0111,1.3261,0.48845,1
-0.83923,1.5408,0.84366,-1
0.24517,1.7207,0.05143,1
1.3035,0.90128,-3.221,1
0.46417,1.1132,-0.75632,1
-0.44876,-0.28771,1.5521,-1
-0.81061,-0.8115,1.1419,-1
1.0337,-0.69314,0.0018313,1
1.1477,2.4728,-2.3796,1
0.19746,0.92013,-2.8574,1
1.1436,-0.20988,1.3344,-1
-0.45828,-0.53282,1.9049,-1
-0.35623,-1.4432,1.8044,-1
1.7304,0.36205,-0.84125,1
-0.80351,0.86651,-1.3063,1
1.1046,0.29322,1.3005,-1
0.1979,1.4959,-1.5698,1
-0.15273,-0.16096,1.4567,-1
0.37089,2.094,-0.75304,1
-0.86014,0.077606,1.8086,-1
1.9921,0.064692,-0.29615,1
0.41529,1.2105,-0.44223,1
2.1007,-0.21439,-1.6231,1
-1.6773,-1.0165,2.0016,-1
-0.62294,0.93773,-1.7781,1
1.9413,-0.25635,1.4391,-1
-0.17957,-0.98123,-0.14535,-1
0.43783,0.48287,0.93575,-1
-1.1398,-0.32091,2.4663,-1
2.374,2.4128,-2.4782,1
0.4523,-0.27899,2.6331,-1
-0.56584,-0.50454,0.0061218,-1
1.7252,-0.79316,2.7428,-1
-0.0040434,1.584,-0.068677,1
-0.91834,-0.96911,0.53374,-1
-0.27724,-0.46559,-0.60095,1
1.2506,-0.56673,1.8212,-1
-0.49031,1.5839,1.6751,-1
2.0012,-1.2774,-1.1529,1
-1.408,-0.21945,3.0139,-1
0.073982,-1.0751,-1.8584,1
-0.30211,0.071884,-0.51592,1
-1.5296,-1.7121,2.1703,-1
2.215,1.162,-1.3296,1
-0.58793,1.046,-1.0966,1
0.90593,0.39564,-0.54529,1
1.4435,-0.077232,-1.0419,1
-1.2267,0.019951,1.6327,-1
1.967,0.94407,-1.4425,1
-0.13171,-2.2667,-1.3386,1
-0.53424,-0.4831,1.0106,-1
1.044,-1.2758,0.8922,-1
-0.15414,0.044181,1.0757,-1
-1.0445,-0.22082,0.34436,-1
1.0741,1.7374,-1.9042,1
-0.42158,2.7745,-1.2408,1
1.1066,1.5347,-2.2939,1
0.26566,0.86336,1.7159,-1
0.86846,2.2358,-2.3774,1
0.56235,1.6881,-0.99551,1
-0.099901,1.8118,0.013784,1
1.6332,1.0241,-0.59952,1
-1.4276,-0.19058,0.39308,-1
2.1383,-0.89674,-2.428,1
2.2619,-0.39378,2.1056,-1
0.11064,-0.8452,2.8353,-1
0.39166,-0.68094,-1.8471,1
-0.51697,-0.59691,-1.1293,1
1.4572,0.11779,-1.9124,1
1.2237,1.1659,-3.0645,1
0.44092,-0.081347,1.1245,-1
1.0089,-1.6507,0.40386,-1
-2.42,-0.84164,2.1183,-1
0.9128,1.1685,2.0115,-1
-0.38726,-0.55667,-0.47536,1
-0.27609,-0.36177,2.2411,-1
-0.32142,-0.65831,0.40185,-1
-0.64429,1.5228,1.7058,-1
0.062541,1.2629,-1.3768,1
-2.0979,-0.72156,0.84141,-1
-1.1306,-1.6618,1.6367,-1
-0.69521,-0.023144,2.0094,-1
2.2714,0.32518,-0.7316,1
1.5556,1.958,-1.3274,1
-1.2753,0.83164,1.4118,-1
1.2152,0.32313,-1.2353,1
0.27782,-0.44762,-1.8284,1
-1.4509,1.291,0.13512,-1
-1.3284,0.26588,1.5431,-1
-1.1099,1.2023,1.2527,-1
-0.22779,0.037154,-2.5773,1
0.77457,2.1962,-0.77702,1
0.60803,-1.8892,1.699,-1
0.37816,0.082072,0.46835,-1
0.77407,0.73915,-0.83453,1
1.9667,0.79412,-0.54765,1
2.1097,2.0096,-0.68033,1
-0.92871,-1.5686,2.2885,-1
1.5395,0.71032,-1.371,1
-0.46584,-1.0288,1.6419,-1
1.0334,0.26268,-0.88172,1
-0.8403,-1.7265,2.2871,-1
-0.15653,-0.053151,1.3418,-1
-0.067416,-1.1637,1.45,-1
1.2198,0.38752,-3.1088,1
-0.12152,-0.018101,-2.3404,1
0.055869,2.0737,-3.6007,1
-1.3139,1.0264,1.6735,-1
1.5075,0.6722,-1.7631,1
0.095293,0.64931,-0.93392,1
0.30413,-0.73901,1.7544,-1
-0.15034,1.2863,1.108,-1
-2.0914,1.0157,1.6701,-1
0.54987,1.2611,-2.2938,1
-0.56251,-0.6054,2.7906,-1
-0.085716,0.052688,-1.3116,1
-0.60221,0.0013394,1.3616,-1
0.81574,0.52019,-0.82783,1
0.56667,-0.62859,0.44578,-1
-2.2894,-1.2536,1.6466,-1
-0.37417,0.016317,1.3452,-1
-1.2079,-2.2094,1.8479,-1
1.9836,2.2001,-0.74259,1
-1.617,0.981,3.0792,-1
1.1083,0.27551,-0.95644,1
1.1973,-0.24987,-2.3957,1
0.22602,1.286,0.23207,1
-0.44403,1.4346,0.1205,1
1.0852,-0.91308,0.49893,-1
0.82491,-0.97531,2.7852,-1
-0.741,-0.32251,0.54093,-1
-1.5623,-0.83424,0.24367,-1
-0.1841,-0.50089,2.0848,-1
0.27519,0.86824,1.3826,-1
-0.015592,-0.33222,-0.43079,1
0.17749,1.0147,-1.3478,1
0.67283,-0.78427,3.2168,-1
-0.49987,-0.61978,1.6853,-1
-1.2977,0.3218,1.863,-1
1.4297,-0.44161,-2.4852,1
0.37685,-1.3761,1.1105,-1
0.59459,0.69931,-2.0662,1
0.059508,-0.042993,1.1395,-1
-0.27273,2.3943,-1.454,1
-0.80976,0.67036,1.6142,-1
2.1732,0.10114,-0.064239,1
0.67002,-0.29293,2.8612,-1
0.057098,-0.4146,1.8288,-1
0.47899,-0.29706,1.7926,-1
0.020303,2.4748,-3.0729,1
2.6149,-0.91776,-2.7645,1
-0.93863,-0.32054,-0.18315,-1
0.10785,0.98106,-0.50622,1
